iter	MultiClass
410	0.6348030186
411	0.6342669835
412	0.6338925712
413	0.6335964078
414	0.633297187
415	0.6327108726
416	0.6322233227
417	0.631835805
418	0.6312449356
419	0.6309553315
420	0.630577295
421	0.6301280876
422	0.6296302061
423	0.6293390518
424	0.6289469435
425	0.6283318217
426	0.6276051604
427	0.6267944282
428	0.6265455453
429	0.6259908029
430	0.6257848706
431	0.6254449119
432	0.6247714411
433	0.6244567139
434	0.6241949194
435	0.6237806859
436	0.6235205677
437	0.6231103755
438	0.6225607761
439	0.6219183835
440	0.6212906846
441	0.620726581
442	0.6202712886
443	0.6198832669
444	0.6192690278
445	0.6187145438
446	0.618493766
447	0.6181978464
448	0.617928373
449	0.6175655178
450	0.6172865626
451	0.6170493226
452	0.6165537156
453	0.6162771857
454	0.6157891515
455	0.6154008923
456	0.6152276757
457	0.6149969025
458	0.614772029
459	0.6143599631
460	0.6142171352
461	0.613801559
462	0.6132576052
463	0.6127858126
464	0.6124047784
465	0.6119108644
466	0.6115025754
467	0.6109788571
468	0.6103118872
469	0.6099126457
470	0.6094854748
471	0.609133103
472	0.608920896
473	0.6085845135
474	0.6083954702
475	0.6079899264
476	0.6072813864
477	0.6069670879
478	0.6066275885
479	0.6063451458
480	0.6058625973
481	0.6056789418
482	0.6052011181
483	0.6049443515
484	0.6046092208
485	0.6042237165
486	0.6039553277
487	0.6035212123
488	0.6030590796
489	0.602696459
490	0.6022724557
491	0.6020291305
492	0.6014672108
493	0.6009888614
494	0.6006946205
495	0.6005253647
496	0.6001929841
497	0.59995774
498	0.599619483
499	0.5992545793
500	0.5988623715
501	0.5984417584
502	0.5980022037
503	0.5975441328
504	0.5972995128
505	0.5967115652
506	0.5963318571
507	0.5960550223
508	0.5957484738
509	0.5952847896
510	0.5949276142
511	0.5944342087
512	0.5938921906
513	0.5935493561
514	0.5931130073
515	0.5927263451
516	0.5924127308
517	0.5922376604
518	0.5920566289
519	0.5916432125
520	0.5913363025
521	0.5907219883
522	0.5906150784
523	0.5903145419
524	0.5898809435
525	0.5894797396
526	0.5891020016
527	0.5886650702
528	0.5883427071
529	0.5878521418
530	0.5874479212
531	0.5872009397
532	0.5866073226
533	0.5862301772
534	0.5858628949
535	0.585584798
536	0.5854715781
537	0.585274208
538	0.5850107859
539	0.5847157262
540	0.5844483342
541	0.5840167695
542	0.5837606247
543	0.5833911267
544	0.5831214613
545	0.5828023498
546	0.5822370661
547	0.5820356921
548	0.5815622441
549	0.5812462272
550	0.5809913488
551	0.5808345873
552	0.5805243025
553	0.580266222
554	0.5800794377
555	0.5794727206
556	0.5791111374
557	0.5785168775
558	0.5778877594
559	0.5777405871
560	0.5775525107
561	0.5773044279
562	0.5771180692
563	0.5769051622
564	0.5764398732
565	0.5762054179
566	0.5759374685
567	0.575751235
568	0.57548842
569	0.5748736661
570	0.5746174864
571	0.5742203475
572	0.5741014702
573	0.5738814429
574	0.5735375377
575	0.5728864059
576	0.5726650623
577	0.572317441
578	0.5718640815
579	0.5716346492
580	0.5712702666
581	0.5709282258
582	0.5707135623
583	0.5702515732
584	0.570062943
585	0.569752738
586	0.5691557414
587	0.568663342
588	0.5680739212
589	0.5678398399
590	0.5675633599
591	0.5671855971
592	0.5667865069
593	0.5662178807
594	0.5660309328
595	0.5656611874
596	0.5654626944
597	0.56497905
598	0.5647320059
599	0.5643556604
600	0.5638291044
601	0.5634971499
602	0.5630169751
603	0.5627229794
604	0.562413199
605	0.5621012597
606	0.5618714604
607	0.5614611533
608	0.5611587784
609	0.5609432974
610	0.5607039592
611	0.5604023485
612	0.5602342639
613	0.5599157219
614	0.559749176
615	0.5595659557
616	0.5592196912
617	0.5588303369
618	0.5585765724
619	0.558321731
620	0.5581192925
621	0.5579479763
622	0.557710439
623	0.557489311
624	0.5573717147
625	0.5571704933
626	0.5569151828
627	0.5566121732
628	0.5561691892
629	0.5559520298
630	0.555810748
631	0.555655071
632	0.5554531451
633	0.5549898089
634	0.554610836
635	0.5544950959
636	0.5543152355
637	0.5539112416
638	0.5537021301
639	0.5533449144
640	0.553135459
641	0.552810674
642	0.5524878108
643	0.5522300093
644	0.5519667462
645	0.5515635639
646	0.5514033138
647	0.5510169596
648	0.5507873416
649	0.5506292613
650	0.5502749059
651	0.5500303973
652	0.5496042193
653	0.5492621064
654	0.5489324085
655	0.5486750133
656	0.5485133231
657	0.5481974865
658	0.5478710484
659	0.5476857047
660	0.5473155082
661	0.5471342638
662	0.546997403
663	0.5468136452
664	0.5465722723
665	0.5462965
666	0.5461195717
667	0.5457015321
668	0.5453844662
669	0.5449918654
670	0.5448218584
671	0.544580302
672	0.5442668346
673	0.5440963304
674	0.5438182197
675	0.5433685176
676	0.5429935794
677	0.5428099685
678	0.5424718745
679	0.5420766302
680	0.5418497621
681	0.5415005059
682	0.5411098802
683	0.5409250345
684	0.5406154323
685	0.5403475155
686	0.539885081
687	0.539567975
688	0.5392526896
689	0.5389503887
690	0.5385625566
691	0.5384008082
692	0.5382356509
693	0.538005365
694	0.5378492619
695	0.5376358382
696	0.537429672
697	0.5371429669
698	0.536800926
699	0.5365579309
700	0.5363218648
701	0.5360746229
702	0.5357519652
703	0.5354094774
704	0.5350989775
705	0.5348209996
706	0.5346279716
707	0.5344123263
708	0.5342083937
709	0.5338380749
710	0.533580357
711	0.5333191145
712	0.5331499348
713	0.5328306285
714	0.5323576964
715	0.5320716186
716	0.5318185463
717	0.5315181402
718	0.5313604775
719	0.5312035763
720	0.5308921367
721	0.5306254718
722	0.5302694941
723	0.5301344225
724	0.529891664
725	0.5296949182
726	0.5293893914
727	0.5289969054
728	0.5287324295
729	0.5286428135
730	0.5283574212
731	0.5280694623
732	0.5278151861
733	0.5276977679
734	0.5273518752
735	0.5271731309
736	0.5269125761
737	0.5267592952
738	0.5265360251
739	0.5260308042
740	0.5256583883
741	0.5252746661
742	0.5249597549
743	0.524698432
744	0.5245206795
745	0.524316836
746	0.5239031604
747	0.5236245502
748	0.5233658187
749	0.5231264085
750	0.5229369294
751	0.5225348229
752	0.5223031908
753	0.5221020192
754	0.5216647731
755	0.5213869018
756	0.5211217685
757	0.5206747581
758	0.5204894823
759	0.5203125763
760	0.5200056423
761	0.5197345724
762	0.519488783
763	0.5191699926
764	0.518955456
765	0.5185631994
766	0.5181837969
767	0.5179220929
768	0.5175238778
769	0.5174027363
770	0.5169957118
771	0.5167802104
772	0.5165648113
773	0.5162492458
774	0.5160599045
775	0.5155481009
776	0.5153136479
777	0.5152264692
778	0.5150611962
779	0.5148297041
780	0.5146973037
781	0.5143704372
782	0.5140334798
783	0.513921673
784	0.5138194093
785	0.5134961149
786	0.5132335973
787	0.5131366574
788	0.5128478475
789	0.5125405027
790	0.5123611228
791	0.5121293645
792	0.5118690826
793	0.5116366848
794	0.5113909173
795	0.5112207926
796	0.5108696905
797	0.5107622213
798	0.5105997847
799	0.5104641851
800	0.5103882364
801	0.510055606
802	0.5097704557
803	0.5095559784
804	0.5093287955
805	0.5088548856
806	0.5085456271
807	0.5082008986
808	0.5080459186
809	0.5078443988
810	0.5074864302
811	0.507202414
812	0.5070313306
813	0.506854611
814	0.5064672418
815	0.5062849456
816	0.5060254227
817	0.5058650981
818	0.5055810131
819	0.5053409713
820	0.5052175502
821	0.5049978783
822	0.5048353241
823	0.5046379935
824	0.5042063137
825	0.5040629764
826	0.5038599465
827	0.5036048679
828	0.5033748693
829	0.5032426254
830	0.5029689661
831	0.5028469323
832	0.5025531808
833	0.5024176108
834	0.5020104748
835	0.5018421264
836	0.5014903806
837	0.5013168807
838	0.501044514
839	0.5007703973
840	0.5006105028
841	0.5005056356
842	0.5002906664
843	0.5000723957
844	0.4996508111
845	0.4994983027
846	0.4992509125
847	0.4990111446
848	0.4987193375
849	0.4984393565
850	0.4983270959
851	0.4981069443
852	0.4979052606
853	0.49770562
854	0.4975291185
855	0.4973719467
856	0.4971533605
857	0.4969419361
858	0.4967511352
859	0.4965953814
860	0.4963206145
861	0.4961546902
862	0.4958755442
863	0.495619922
864	0.4954457756
865	0.4951779435
866	0.4949251998
867	0.4947643718
868	0.494484632
869	0.4942446257
870	0.4939991448
871	0.4937698495
872	0.4936529131
873	0.493452151
874	0.4932570262
875	0.4929183396
876	0.4927294328
877	0.4924576919
878	0.4922399235
879	0.4917101222
880	0.4915105277
881	0.4913117145
882	0.4910786986
883	0.4907830103
884	0.4906104442
885	0.4904042747
886	0.490243202
887	0.4900748768
888	0.4897054882
889	0.4894978964
890	0.4891500093
891	0.4888551346
892	0.4886974514
893	0.4886049068
894	0.4882764288
895	0.488149225
896	0.487896969
897	0.4877530706
898	0.4875496103
899	0.487117156
900	0.4868996244
901	0.4865669281
902	0.4864326659
903	0.486203079
904	0.4859624004
905	0.4857312686
906	0.4853795456
907	0.4851444014
908	0.4849572944
909	0.4847552458
910	0.4846782035
911	0.4843392022
912	0.4841123906
913	0.4839363937
914	0.4837367241
915	0.4835421515
916	0.4832580063
917	0.4827649944
918	0.4825195732
919	0.4822935132
920	0.4819872301
921	0.4818356561
922	0.481512415
923	0.4812451415
924	0.4809104058
925	0.4807038142
926	0.4805724417
927	0.480376583
928	0.4803101559
929	0.4800932675
930	0.479950311
931	0.4796667551
932	0.4793917523
933	0.4790948064
934	0.4788609998
935	0.4787067374
936	0.4784435684
937	0.4783161646
938	0.4781079549
939	0.4778702116
940	0.4777482373
941	0.4775487181
942	0.4771591448
943	0.4770842736
944	0.4768099785
945	0.4765332315
946	0.4762432587
947	0.4759560315
948	0.4757067526
949	0.4755166376
950	0.4751672769
951	0.4749683657
952	0.4747244497
953	0.4742469028
954	0.4741208011
955	0.4739264526
956	0.4737185021
957	0.4735276501
958	0.4732699079
959	0.4730241766
960	0.4727377157
961	0.4725613447
962	0.4723278681
963	0.4721446008
964	0.4719629783
965	0.4717692289
966	0.4716315572
967	0.471338428
968	0.4711933998
969	0.4710254509
970	0.4708335792
971	0.4707071183
972	0.4704518227
973	0.4701390155
974	0.4699219317
975	0.4697504548
976	0.4694706108
977	0.4692293411
978	0.4689933019
979	0.4687377131
980	0.4684378507
981	0.4682818802
982	0.4680683804
983	0.4677900953
984	0.4675745874
985	0.4674434392
986	0.4673274396
987	0.4671615464
988	0.4670186651
989	0.4668023354
990	0.4665744013
991	0.46623423
992	0.4659019435
993	0.4656601258
994	0.4654941263
995	0.4653562998
996	0.465189608
997	0.4649899332
998	0.4648566908
999	0.4646452735
